0.000,19.034
0.010,18.195
0.020,18.698
0.030,18.894
0.040,18.931
0.050,18.872
0.060,19.271
0.070,19.361
0.080,18.208
0.090,19.436
0.100,19.427
0.110,19.252
0.120,19.321
0.130,19.460
0.140,20.563
0.150,18.972
0.160,18.707
0.170,19.254
0.180,19.726
0.190,19.424
0.200,19.697
0.210,19.876
0.220,19.832
0.230,20.169
0.240,19.697
0.250,19.870
0.260,19.466
0.270,18.951
0.280,19.295
0.290,19.389
0.300,19.756
0.310,20.223
0.320,19.778
0.330,19.583
0.340,20.282
0.350,19.774
0.360,19.660
0.370,19.491
0.380,20.234
0.390,19.980
0.400,20.268
0.410,19.794
0.420,19.563
0.430,18.694
0.440,18.544
0.450,18.769
0.460,19.606
0.470,20.294
0.480,20.029
0.490,19.935
0.500,19.671
0.510,19.365
0.520,19.195
0.530,18.904
0.540,18.811
0.550,19.350
0.560,19.330
0.570,18.658
0.580,19.437
0.590,19.972
0.600,19.040
0.610,19.749
0.620,19.720
0.630,20.240
0.640,19.672
0.650,19.716
0.660,18.501
0.670,19.324
0.680,19.540
0.690,19.156
0.700,20.082
0.710,20.611
0.720,19.545
0.730,19.869
0.740,19.506
0.750,20.293
0.760,19.688
0.770,19.079
0.780,19.298
0.790,19.008
0.800,19.872
0.810,19.445
0.820,19.413
0.830,19.866
0.840,19.699
0.850,19.207
0.860,19.684
0.870,19.374
0.880,20.270
0.890,19.583
0.900,20.314
0.910,20.708
0.920,20.606
0.930,20.336
0.940,20.749
0.950,19.821
0.960,20.919
0.970,20.021
0.980,19.535
0.990,19.854
1.000,20.258
1.010,19.733
1.020,18.892
1.030,19.151
1.040,18.906
1.050,19.969
1.060,19.698
1.070,20.112
1.080,20.698
1.090,20.114
1.100,20.966
1.110,20.770
1.120,19.797
1.130,20.037
1.140,20.685
1.150,19.690
1.160,19.913
1.170,19.338
1.180,20.500
1.190,19.543
1.200,19.227
1.210,19.548
1.220,20.015
1.230,19.864
1.240,19.052
1.250,18.986
1.260,19.380
1.270,18.550
1.280,19.150
1.290,18.725
1.300,18.982
1.310,18.902
1.320,18.382
1.330,19.620
1.340,18.874
1.350,18.801
1.360,19.220
1.370,19.302
1.380,19.148
1.390,18.501
1.400,18.576
1.410,19.501
1.420,19.362
1.430,18.804
1.440,18.446
1.450,19.360
1.460,18.907
1.470,18.894
1.480,18.541
1.490,18.891
1.500,18.885
1.510,18.633
1.520,19.221
1.530,18.839
1.540,19.100
1.550,19.388
1.560,18.719
1.570,18.429
1.580,18.520
1.590,18.943
1.600,18.777
1.610,18.939
1.620,18.604
1.630,19.954
1.640,20.049
1.650,19.128
1.660,20.110
1.670,19.934
1.680,19.601
1.690,20.067
1.700,20.142
1.710,18.287
1.720,18.575
1.730,18.706
1.740,17.997
1.750,18.779
1.760,18.366
1.770,17.948
1.780,18.656
1.790,18.619
1.800,17.238
1.810,18.701
1.820,18.160
1.830,18.120
1.840,19.561
1.850,19.349
1.860,19.235
1.870,19.036
1.880,18.933
1.890,18.466
1.900,19.284
1.910,19.272
1.920,19.001
1.930,19.335
1.940,19.129
1.950,19.476
1.960,18.890
1.970,18.638
1.980,19.388
1.990,19.172
2.000,19.106
2.010,19.484
2.020,19.914
2.030,20.005
2.040,19.626
2.050,19.402
2.060,19.987
2.070,19.185
2.080,19.519
2.090,19.494
2.100,19.521
2.110,20.128
2.120,20.494
2.130,19.395
2.140,20.168
2.150,20.182
2.160,19.405
2.170,19.296
2.180,19.566
2.190,18.703
2.200,19.537
2.210,19.777
2.220,19.518
2.230,19.393
2.240,19.642
2.250,19.398
2.260,19.699
2.270,18.746
2.280,19.258
2.290,17.703
2.300,18.185
2.310,19.457
2.320,18.660
2.330,19.067
2.340,19.753
2.350,19.450
2.360,19.570
2.370,19.176
2.380,19.906
2.390,19.565
2.400,19.804
2.410,18.695
2.420,19.022
2.430,19.104
2.440,18.781
2.450,19.031
2.460,19.165
2.470,19.389
2.480,19.328
2.490,19.395
2.500,19.216
2.510,18.734
2.520,19.772
2.530,19.398
2.540,19.235
2.550,20.111
2.560,18.844
2.570,19.748
2.580,19.860
2.590,19.372
2.600,19.974
2.610,19.061
2.620,19.798
2.630,19.718
2.640,20.075
2.650,19.788
2.660,19.932
2.670,18.921
2.680,19.479
2.690,20.044
2.700,19.599
2.710,19.101
2.720,20.324
2.730,20.090
2.740,19.965
2.750,20.069
2.760,19.920
2.770,19.691
2.780,19.052
2.790,20.236
2.800,18.981
2.810,18.980
2.820,18.964
2.830,19.531
2.840,19.484
2.850,19.790
2.860,19.084
2.870,19.425
2.880,20.059
2.890,18.947
2.900,18.053
2.910,18.610
2.920,19.301
2.930,19.509
2.940,19.983
2.950,20.007
2.960,19.426
2.970,19.569
2.980,18.940
2.990,19.077
3.000,19.080
3.010,19.214
3.020,19.131
3.030,18.682
3.040,18.881
3.050,18.677
3.060,19.258
3.070,19.116
3.080,19.384
3.090,19.757
3.100,18.465
3.110,19.028
3.120,20.028
3.130,19.203
3.140,19.209
3.150,19.118
3.160,19.521
3.170,19.213
3.180,20.055
3.190,19.826
3.200,19.180
3.210,18.787
3.220,18.653
3.230,19.297
3.240,19.186
3.250,19.570
3.260,19.129
3.270,19.021
3.280,19.262
3.290,19.603
3.300,18.852
3.310,19.568
3.320,19.780
3.330,20.553
3.340,18.547
3.350,18.695
3.360,19.207
3.370,19.523
3.380,19.850
3.390,19.453
3.400,19.367
3.410,18.905
3.420,20.236
3.430,19.250
3.440,18.361
3.450,19.493
3.460,19.344
3.470,18.519
3.480,19.500
3.490,19.437
3.500,19.014
3.510,20.906
3.520,20.456
3.530,19.942
3.540,19.109
3.550,19.767
3.560,19.770
3.570,19.913
3.580,20.194
3.590,20.159
3.600,20.841
3.610,20.243
3.620,19.874
3.630,20.528
3.640,19.577
3.650,19.638
3.660,20.429
3.670,19.892
3.680,20.777
3.690,20.433
3.700,19.379
3.710,19.821
3.720,19.943
3.730,20.128
3.740,19.926
3.750,19.925
3.760,19.387
3.770,20.734
3.780,19.824
3.790,20.700
3.800,20.786
3.810,20.152
3.820,20.329
3.830,19.953
3.840,21.203
3.850,20.852
3.860,19.866
3.870,20.377
3.880,20.535
3.890,19.920
3.900,20.487
3.910,20.776
3.920,20.761
3.930,20.662
3.940,20.935
3.950,20.446
3.960,19.746
3.970,19.579
3.980,20.160
3.990,19.648
4.000,20.038
4.010,20.633
4.020,20.107
4.030,19.707
4.040,19.129
4.050,19.157
4.060,19.861
4.070,20.341
4.080,19.571
4.090,19.271
4.100,20.120
4.110,19.486
4.120,20.175
4.130,20.253
4.140,19.969
4.150,20.346
4.160,20.328
4.170,20.448
4.180,19.650
4.190,19.440
4.200,19.404
4.210,20.201
4.220,19.185
4.230,19.419
4.240,19.871
4.250,19.478
4.260,18.516
4.270,19.440
4.280,19.547
4.290,19.430
4.300,20.031
4.310,19.065
4.320,19.489
4.330,19.850
4.340,19.781
4.350,19.818
4.360,19.846
4.370,20.286
4.380,20.047
4.390,19.566
4.400,20.069
4.410,20.696
4.420,19.662
4.430,19.691
4.440,19.306
4.450,19.572
4.460,19.686
4.470,20.649
4.480,20.552
4.490,19.075
4.500,20.646
4.510,20.524
4.520,20.633
4.530,19.791
4.540,19.541
4.550,19.446
4.560,20.359
4.570,20.565
4.580,19.911
4.590,20.333
4.600,19.919
4.610,19.833
4.620,19.898
4.630,20.200
4.640,19.828
4.650,20.138
4.660,19.369
4.670,20.102
4.680,19.526
4.690,18.482
4.700,19.631
4.710,19.954
4.720,19.955
4.730,19.221
4.740,20.188
4.750,19.611
4.760,20.305
4.770,20.450
4.780,19.589
4.790,20.137
4.800,20.024
4.810,20.029
4.820,20.353
4.830,19.562
4.840,20.722
4.850,20.266
4.860,19.547
4.870,20.042
4.880,19.783
4.890,20.239
4.900,19.669
4.910,19.564
4.920,19.155
4.930,19.786
4.940,20.217
4.950,19.566
4.960,19.634
4.970,19.805
4.980,20.356
4.990,19.019
5.000,19.136
5.010,19.688
5.020,19.703
5.030,19.459
5.040,19.690
5.050,20.172
5.060,20.081
5.070,19.522
5.080,20.151
5.090,20.189
5.100,20.420
5.110,19.997
5.120,19.417
5.130,20.065
5.140,19.740
5.150,19.731
5.160,20.265
5.170,20.251
5.180,19.514
5.190,19.194
5.200,19.547
5.210,19.483
5.220,18.698
5.230,19.866
5.240,19.335
5.250,19.560
5.260,19.085
5.270,20.000
5.280,19.781
5.290,19.871
5.300,19.648
5.310,19.613
5.320,19.777
5.330,19.042
5.340,19.900
5.350,20.105
5.360,19.904
5.370,20.510
5.380,20.867
