0,3e-07
0.01,0.0806492
0.02,0.0912044
0.03,0.1178447
0.04,0.1404604
0.05,0.1305317
0.06,0.130809
0.07,0.1271788
0.08,0.1358627
0.09,0.1533791
0.1,0.1585724
0.11,0.1461844
0.12,0.1535256
0.13,0.1428552
0.14,0.1393074
0.15,0.1721681
0.16,0.1689541
0.17,0.1672943
0.18,0.1724407
0.19,0.1453676
0.2,0.1635268
0.21,0.1364558
0.22,0.1400048
0.23,0.1333511
0.24,0.1496695
0.25,0.1398625
0.26,0.1388888
0.27,0.1414556
0.28,0.139273
0.29,0.1604839
0.3,0.1571746
0.31,0.1564452
0.32,0.1425851
0.33,0.1505152
0.34,0.1577174
0.35,0.1540568
0.36,0.1356906
0.37,0.1495248
0.38,0.158304
0.39,0.1573261
0.4,0.1566764
0.41,0.1381696
0.42,0.1524
0.43,0.1399321
0.44,0.1487492
0.45,0.1488791
0.46,0.1508712
0.47,0.1321148
0.48,0.1274846
0.49,0.1400421
0.5,0.1403942
0.5100001,0.1356411
0.52,0.1557671
0.53,0.1545466
0.54,0.1271373
0.55,0.1521719
0.56,0.1297501
0.5700001,0.140358
0.58,0.1571963
0.59,0.1409185
0.6,0.1375135
0.61,0.153431
0.62,0.1557335
0.6300001,0.1442191
0.64,0.1460539
0.65,0.1606294
0.66,0.1542558
0.67,0.1472287
0.68,0.1663933
0.6900001,0.1347985
0.7,0.1432196
0.71,0.1956535
0.72,0.177325
0.73,0.1770601
0.74,0.1749683
0.7500001,0.1480542
0.7600001,0.1720142
0.77,0.1520136
0.78,0.1542518
0.79,0.1449875
0.8,0.1589523
0.8100001,0.1653119
0.8200001,0.1627295
0.83,0.1701322
0.84,0.1752656
0.85,0.1866268
0.86,0.1967187
0.8700001,0.1602206
0.8800001,0.1510078
0.89,0.173169
0.9,0.1850794
0.91,0.1728194
0.92,0.1733674
0.9300001,0.1545031
0.9400001,0.1376819
0.95,0.1518938
0.96,0.1661568
0.97,0.1480074
0.98,0.1709676
0.9900001,0.1547018
1,0.1525678
1.01,0.1507772
1.0200001,0.1507667
1.0300001,0.1671169
1.0400001,0.1569335
1.0500001,0.1563239
1.0600001,0.1706273
1.0700001,0.1534934
1.08,0.1621298
1.09,0.1834269
1.1,0.1626951
1.11,0.1783886
1.12,0.1779706
1.13,0.1672197
1.1400001,0.1711113
1.1500001,0.1776564
1.1600001,0.1768264
1.1700001,0.1767876
1.1800001,0.166577
1.1900001,0.1603388
1.2,0.1621253
1.21,0.1710833
1.22,0.1653768
1.23,0.1583572
1.24,0.1703201
1.25,0.1619811
1.2600001,0.1652064
1.2700001,0.1590158
1.2800001,0.1653818
1.2900001,0.1672655
1.3000001,0.1657537
1.3100001,0.1572846
1.3200001,0.1472051
1.33,0.1541525
1.34,0.1623308
1.35,0.160185
1.36,0.1572296
1.3700001,0.1606779
1.3800001,0.1633895
1.3900001,0.1825439
1.4000001,0.1627566
1.4100001,0.1643128
1.4200001,0.1736595
1.4300001,0.1603174
1.4400001,0.1716718
1.45,0.1676962
1.46,0.1680655
1.47,0.1697055
1.48,0.1670811
1.4900001,0.1792108
1.5000001,0.1986279
1.5100001,0.1827105
1.5200001,0.2002291
1.5300001,0.1919875
1.5400001,0.1857641
1.5500001,0.2006008
1.5600001,0.1967238
1.5700001,0.1921992
1.58,0.2201681
1.59,0.2220852
1.6,0.2037858
1.6100001,0.1979954
1.6200001,0.1850146
1.6300001,0.1755372
1.6400001,0.1790275
1.6500001,0.1675225
1.6600001,0.1941215
1.6700001,0.1908756
1.6800001,0.1901888
1.6900001,0.1878648
1.7,0.1843566
1.71,0.1880261
1.72,0.182466
1.7300001,0.1720522
1.7400001,0.1796751
1.7500001,0.1827275
1.7600001,0.1892912
1.7700001,0.1892425
1.7800001,0.1805692
1.7900001,0.1794049
1.8000001,0.1894304
1.8100001,0.2035136
1.8200001,0.1867826
1.83,0.1940073
1.84,0.1912524
1.8500001,0.1854421
1.8600001,0.1866537
1.8700001,0.187813
1.8800001,0.1868715
1.8900001,0.1853891
1.9000001,0.1808435
1.9100001,0.1785005
1.9200001,0.1849018
1.9300001,0.1639407
1.9400001,0.1728353
1.95,0.1698736
1.96,0.1760616
1.9700001,0.1669217
1.9800001,0.1559695
1.9900001,0.176914
2,0.1659783
2.01,0.175343
2.02,0.153794
2.0300002,0.1659905
2.0400002,0.1593447
2.0500002,0.1545234
2.0600002,0.1680532
2.0700002,0.1800956
2.0800002,0.1748083
2.0900002,0.1823371
2.1000001,0.1741707
2.1100001,0.1737367
2.1200001,0.1611355
2.1300001,0.1640524
2.1400001,0.1638263
2.1500001,0.1685492
